,cleaned_message,urgent_cos_sim,non_urgent_cos_sim,urgent,text,username,coordinates,lat,long,geometry
29,underway vegasgoldenknights paying tribute cancer victim survivor puck drop always get lump throat take breath one lucky one,0.1493058398925993,0.14704810177448294,1,We’re underway! vegasgoldenknights paying tribute to #cancer victims and survivors before the puck drop. Always get a lump in my throat and take a breath. I’m one of the lucky ones!… https://www.instagram.com/p/BqinYjoHL91/?utm_source=ig_twitter_share&igshid=hzg71duogo1p …,Jon Castagnino,"(39.92401358395888, -121.53841906901593)",39.92401358395888,-121.53841906901593,POINT (-121.5384190690159 39.92401358395888)
30,med medical block sw th dr portland portland fire rp pdx,0.14331669999627286,0.1353510680143838,1,"MED - MEDICAL at 9800 BLOCK OF SW 35TH DR, PORTLAND, OR [Portland Fire #RP18000096763] 14:07 #pdx911",Mult Co Fire/EMS log,"(39.900566703604255, -121.72762319688167)",39.900566703604255,-121.72762319688167,POINT (-121.7276231968817 39.90056670360426)
31,buy brown paper wrapped mystery book proceeds benefit california fire foundation save program shopdanvilleca bookstagram helpingothers rakestraw book,0.14340362404773307,0.13648280407855104,1,Buy a brown-paper wrapped “mystery” book for $5. All proceeds benefit California Fire Foundation’s SAVE program. #shopdanvilleca #bookstagram #helpingothers @ Rakestraw Books https://www.instagram.com/p/Bqim8AWnYXU/?utm_source=ig_twitter_share&igshid=pqwk8ekubmki …,Rakestraw Books,"(39.91691944419834, -121.65549407927567)",39.91691944419834,-121.65549407927567,POINT (-121.6554940792757 39.91691944419834)
32,med medical block se powell blvd portland portland fire rp pdx,0.14568828761067334,0.1334844719900355,1,"MED - MEDICAL at 16000 BLOCK OF SE POWELL BLVD, PORTLAND, OR [Portland Fire #RP18000096761] 13:56 #pdx911",Mult Co Fire/EMS log,"(39.84497623765735, -121.64249961372077)",39.84497623765735,-121.64249961372077,POINT (-121.6424996137208 39.84497623765735)
33,ta traffic accident st response fire em nb fwy exit ne sandy blvd portland portland fire rp,0.14365340598297202,0.13593721168086592,1,"TA1 - TRAFFIC ACCIDENT - 1ST RESPONSE (FIRE & EMS) at NB I205 FWY SO / EXIT 23A & NE SANDY BLVD, PORTLAND, OR [Portland Fire #RP18000096768]",Mult Co Fire/EMS log,"(39.64431653241136, -121.52362574855766)",39.64431653241136,-121.52362574855766,POINT (-121.5236257485577 39.64431653241136)
34,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 7600 BLOCK OF SE 104TH AVE, PORTLAND, OR [Portland Fire #RP18000096755] 13:41 #pdx911",Mult Co Fire/EMS log,"(39.75069418094007, -121.42345010227545)",39.75069418094007,-121.42345010227545,POINT (-121.4234501022755 39.75069418094007)
35,paradise broadway pier san diego,0.1285272000840403,0.12495656170760674,1,"my paradise  @ Broadway Pier, San Diego https://www.instagram.com/p/BqilxupliIh/?utm_source=ig_twitter_share&igshid=135dd9p5w9y5i …",FARRAH MARIE 💫,"(39.80001273917829, -121.57669095327626)",39.80001273917829,-121.57669095327626,POINT (-121.5766909532763 39.80001273917829)
36,med medical block ne flanders st portland portland fire rp pdx,0.14662448794321248,0.13725570938610698,1,"MED - MEDICAL at 4300 BLOCK OF NE FLANDERS ST, PORTLAND, OR [Portland Fire #RP18000096758] 13:52 #pdx911",Mult Co Fire/EMS log,"(39.90061749024085, -121.47509329466912)",39.90061749024085,-121.47509329466912,POINT (-121.4750932946691 39.90061749024085)
37,sky earth fire within pacific palisade,0.14031218067399134,0.13734577072289966,1,Sky above me...earth below me...fire within me  @ Pacific Palisades https://www.instagram.com/p/Bqilh8YDdFB/?utm_source=ig_twitter_share&igshid=7qu3g8b5ah05 …,Andreea_Tina,"(39.814821809719064, -121.57024318942935)",39.814821809719064,-121.57024318942935,POINT (-121.5702431894293 39.81482180971906)
38,med medical block se clay st portland portland fire rp pdx,0.14208290372590432,0.1362040715942639,1,"MED - MEDICAL at 10600 BLOCK OF SE CLAY ST, PORTLAND, OR [Portland Fire #RP18000096752] 13:30 #pdx911",Mult Co Fire/EMS log,"(39.74102603584371, -121.54498961757557)",39.74102603584371,-121.54498961757557,POINT (-121.5449896175756 39.74102603584371)
39,happy friyay everyone official tangeris premium flavor tobacco serve velvetroomhookahlounge come smoke chill great vipe mix day peach ice tea cane mint happy,0.14459396448435138,0.1402671959438404,1, :) HAPPY FRIYAY everyone's official TANGERIS Premium FlavorS Tobacco Serve @ #velvetroomhookahlounge come SMOKE & CHILL great VIPE mIx of the day (Peach ice tea +Cane mint :) HAppY… https://www.instagram.com/p/Bqik6IsDj3P/?utm_source=ig_twitter_share&igshid=1eydwyy3villk …,Velvet Room Hookah Lounge,"(39.76747038883031, -121.5860108719523)",39.76747038883031,-121.5860108719523,POINT (-121.5860108719523 39.76747038883031)
40,med medical block sw harrison st portland portland fire rp pdx,0.14248795350381058,0.1384045438481288,1,"MED - MEDICAL at 1500 BLOCK OF SW HARRISON ST, PORTLAND, OR [Portland Fire #RP18000096757] 13:49 #pdx911",Mult Co Fire/EMS log,"(39.719271525696215, -121.74327042143037)",39.719271525696215,-121.74327042143037,POINT (-121.7432704214304 39.71927152569621)
41,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 800 BLOCK OF SE 48TH AVE, PORTLAND, OR [Portland Fire #RP18000096754] 13:35 #pdx911",Mult Co Fire/EMS log,"(39.846567813484086, -121.53764940422964)",39.846567813484086,-121.53764940422964,POINT (-121.5376494042296 39.84656781348409)
42,med medical nw th ave portland portland fire rp pdx,0.1482347967452236,0.13948435082065472,1,"MED - MEDICAL at 0 NW 8TH AVE, PORTLAND, OR [Portland Fire #RP18000096751] 13:19 #pdx911",Mult Co Fire/EMS log,"(39.90909562022598, -121.57461393982803)",39.90909562022598,-121.57461393982803,POINT (-121.574613939828 39.90909562022598)
43,today smoke fest spatchcock lb turkey lychee smoke wood brined soursop injected nectar aloha torrance california,0.14257514659984555,0.13849747923626154,1,"Today’s #smoke fest #spatchcock 19 lbs turkey and #lychee smoke wood brined and #Soursop #injected nectar #aloha @ Torrance, California https://www.instagram.com/p/BqihT77Fu69/?utm_source=ig_twitter_share&igshid=11aglkwrbbefz …",kupua,"(39.761743464688934, -121.62269521576971)",39.761743464688934,-121.62269521576971,POINT (-121.6226952157697 39.76174346468893)
44,med medical block ne rd ave portland portland fire rp pdx,0.14634067143012466,0.13349590978620346,1,"MED - MEDICAL at 2300 BLOCK OF NE 53RD AVE, PORTLAND, OR [Portland Fire #RP18000096747] 12:56 #pdx911",Mult Co Fire/EMS log,"(39.95959370643973, -121.58855540111374)",39.95959370643973,-121.58855540111374,POINT (-121.5885554011137 39.95959370643973)
45,anresc animal rescue block se th ave portland portland fire rp pdx,0.14713699967235938,0.14178639876298815,1,"ANRESC - ANIMAL RESCUE at 2300 BLOCK OF SE 137TH AVE, PORTLAND, OR [Portland Fire #RP18000096760] 13:56 #pdx911",Mult Co Fire/EMS log,"(39.73761014273113, -121.61725139013501)",39.73761014273113,-121.61725139013501,POINT (-121.617251390135 39.73761014273113)
46,fire related se th ave se division st portland portland police pp pdx,0.14937803055988633,0.14763262415556944,1,"FIRE RELATED at SE 174TH AVE / SE DIVISION ST, PORTLAND, OR [Portland Police #PP18000399588] 11:59 #pdx911",Portland Police log,"(39.74754108105647, -121.63507314199887)",39.74754108105647,-121.63507314199887,POINT (-121.6350731419989 39.74754108105647)
47,med medical block ne weidler st portland portland fire rp pdx,0.14479618408252787,0.13914296330994588,1,"MED - MEDICAL at 11100 BLOCK OF NE WEIDLER ST, PORTLAND, OR [Portland Fire #RP18000096756] 13:46 #pdx911",Mult Co Fire/EMS log,"(39.710051365715984, -121.80654718836378)",39.710051365715984,-121.80654718836378,POINT (-121.8065471883638 39.71005136571598)
48,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 4300 BLOCK OF SE 116TH AVE, PORTLAND, OR [Portland Fire #RP18000096745] 12:47 #pdx911",Mult Co Fire/EMS log,"(39.94644884622532, -121.53956940081642)",39.94644884622532,-121.53956940081642,POINT (-121.5395694008164 39.94644884622532)
49,med medical se st ave portland portland fire rp pdx,0.1487887873365208,0.14684462004369458,1,"MED - MEDICAL at 0 SE 81ST AVE, PORTLAND, OR [Portland Fire #RP18000096748] 13:02 #pdx911",Mult Co Fire/EMS log,"(39.862713133558955, -121.59737271386169)",39.862713133558955,-121.59737271386169,POINT (-121.5973727138617 39.86271313355896)
50,med medical block se alder st portland portland fire rp pdx,0.14439388024746733,0.14049873538706942,1,"MED - MEDICAL at 12600 BLOCK OF SE ALDER ST, PORTLAND, OR [Portland Fire #RP18000096744] 12:34 #pdx911",Mult Co Fire/EMS log,"(39.637457851653515, -121.76751468032577)",39.637457851653515,-121.76751468032577,POINT (-121.7675146803258 39.63745785165352)
51,fire finger super christmassy classy keepitclassylangford jewelrydesigner goldsmith yyjbusiness yyjstyle yyjdesign yyjfashion yyjbeauty wedding engagementring,0.1282772054637206,0.12709120009104705,1,Fire Fingers!!! Super Christmassy And classy. #keepitclassylangford #jewelrydesigner #goldsmith #yyjbusiness #yyjstyle #yyjdesign #yyjfashion #yyjbeauty #wedding #engagementring… https://www.instagram.com/p/BqieUziBa3V/?utm_source=ig_twitter_share&igshid=1defze2wugqfd …,WestShore Gold,"(39.623332764215704, -121.61219131343123)",39.623332764215704,-121.61219131343123,POINT (-121.6121913134312 39.6233327642157)
52,med medical block ne center common way portland portland fire rp pdx,0.1432639494231062,0.13411388234479185,1,"MED - MEDICAL at 5800 BLOCK OF NE CENTER COMMONS WAY, PORTLAND, OR [Portland Fire #RP18000096746] 12:48 #pdx911",Mult Co Fire/EMS log,"(39.795833552942824, -121.70991354483576)",39.795833552942824,-121.70991354483576,POINT (-121.7099135448358 39.79583355294282)
53,painting year back documentary foolish mortal signed print get gone paradise nevada,0.14146614877753927,0.13894907915157406,1,"A painting I did a few years back for the Documentary “Foolish Mortals.” Now as a signed print. Get them before they are gone. @ Paradise, Nevada https://www.instagram.com/p/Bqick8pHD3Y/?utm_source=ig_twitter_share&igshid=1q619p71qg878 …",imafoolishmortal,"(39.73461346813634, -121.43062624689875)",39.73461346813634,-121.43062624689875,POINT (-121.4306262468988 39.73461346813634)
54,painting year back documentary foolish mortal signed print get gone paradise nevada,0.14146614877753927,0.13894907915157406,1,"A painting I did a few years back for the Documentary “Foolish Mortals.” Now as a signed print. Get them before they are gone. @ Paradise, Nevada https://www.instagram.com/p/BqicatZnsM_/?utm_source=ig_twitter_share&igshid=vfrvzk7zdu0b …",imafoolishmortal,"(39.97374814696327, -121.63661593437374)",39.97374814696327,-121.63661593437374,POINT (-121.6366159343737 39.97374814696327)
55,almaud audible fire alarm block nw nd pl portland portland fire rp pdx,0.14680459558757997,0.1369260190133323,1,"ALMAUD - AUDIBLE FIRE ALARM at 200 BLOCK OF NW 22ND PL, PORTLAND, OR [Portland Fire #RP18000096749] 13:13 #pdx911",Mult Co Fire/EMS log,"(39.64003287087098, -121.57202694484728)",39.64003287087098,-121.57202694484728,POINT (-121.5720269448473 39.64003287087098)
56,sigalert motorhome fire two right lane irvine nb jeffrey rd stopped traffic back sand cyn ave,0.14062758383048365,0.13438218981412364,1,"!! sigalert !! motorhome fire in the two right lanes in #Irvine on I-405 NB before Jeffrey Rd, stopped traffic back to Sand Cyn Ave",Total Traffic LA,"(39.70660611973252, -121.75342038793099)",39.70660611973252,-121.75342038793099,POINT (-121.753420387931 39.70660611973252)
57,power line pole arcing se rhine st se th ave portland portland fire rp pdx,0.14240038776604402,0.1405906144803074,1,"POWER - LINE OR POLE DOWN OR ARCING at SE RHINE ST / SE 8TH AVE, PORTLAND, OR [Portland Fire #RP18000096750] 13:15 #pdx911",Mult Co Fire/EMS log,"(39.77554428083695, -121.66437292370176)",39.77554428083695,-121.66437292370176,POINT (-121.6643729237018 39.77554428083695)
58,med medical block se powell blvd portland portland fire rp pdx,0.14568828761067334,0.1334844719900355,1,"MED - MEDICAL at 3000 BLOCK OF SE POWELL BLVD, PORTLAND, OR [Portland Fire #RP18000096741] 12:21 #pdx911",Mult Co Fire/EMS log,"(39.92837914467338, -121.62730223140136)",39.92837914467338,-121.62730223140136,POINT (-121.6273022314014 39.92837914467338)
59,visited birthday boy today thankful doe crazy little family love b bnew lafd fire department station,0.14420915241316,0.14060309577564942,1,Visited this birthday boy today! We are so thankful for him and all he does for our crazy little family. We love you B! bnew64   #lafd @ Fire Department-Station 6 https://www.instagram.com/p/BqiZP0OBUPN/?utm_source=ig_twitter_share&igshid=1rmwmnguu473d …,Chic Runner,"(39.768589156268575, -121.74287056528401)",39.768589156268575,-121.74287056528401,POINT (-121.742870565284 39.76858915626858)
60,latepost wednesday night wa special pennywise played benefit show friend family raise money ca wildfire victim shirt sale want grab,0.1408628061738981,0.13876195745812994,1,"#latepost
Wednesday night was special! @pennywise played a benefit show for 200 friends and family to raise money for CA wildfire victims. 
They have shirts for sale if you want to grab… https://www.instagram.com/p/BqiZN3ehzil/?utm_source=ig_twitter_share&igshid=s0h2f4hlxyrb …",Tasha,"(39.84477301948261, -121.64320198689424)",39.84477301948261,-121.64320198689424,POINT (-121.6432019868942 39.84477301948261)
61,med medical block ne th ave portland portland fire rp pdx,0.14870067712941598,0.1374521647996507,1,"MED - MEDICAL at 1500 BLOCK OF NE 8TH AVE, PORTLAND, OR [Portland Fire #RP18000096734] 11:27 #pdx911",Mult Co Fire/EMS log,"(39.79017710159537, -121.78514650181278)",39.79017710159537,-121.78514650181278,POINT (-121.7851465018128 39.79017710159537)
62,gasinv natural gas odor investigation block se nehalem st portland portland fire rp pdx,0.14626459188641872,0.14429832879324805,1,"GASINV - NATURAL GAS ODOR OR INVESTIGATION at 3900 BLOCK OF SE NEHALEM ST, PORTLAND, OR [Portland Fire #RP18000096743] 12:29 #pdx911",Mult Co Fire/EMS log,"(39.75130432533735, -121.81453423574081)",39.75130432533735,-121.81453423574081,POINT (-121.8145342357408 39.75130432533735)
63,miscf unknown type fire problem eb ross island brg eastend portland portland fire rp pdx,0.14481896476658065,0.13848306173566102,1,"MISCF - UNKNOWN TYPE OF FIRE PROBLEM at EB ROSS ISLAND BRG AT / EASTEND, PORTLAND, OR [Portland Fire #RP18000096742] 12:29 #pdx911",Mult Co Fire/EMS log,"(39.66270193465521, -121.62879731653987)",39.66270193465521,-121.62879731653987,POINT (-121.6287973165399 39.66270193465521)
64,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 1000 BLOCK OF SE 7TH AVE, PORTLAND, OR [Portland Fire #RP18000096739] 11:41 #pdx911",Mult Co Fire/EMS log,"(39.7239164442038, -121.67654111127572)",39.7239164442038,-121.67654111127572,POINT (-121.6765411112757 39.7239164442038)
65,med medical block nw rd ave portland portland fire rp pdx,0.1458777887224913,0.13159651536992065,1,"MED - MEDICAL at 1200 BLOCK OF NW 23RD AVE, PORTLAND, OR [Portland Fire #RP18000096737] 11:37 #pdx911",Mult Co Fire/EMS log,"(39.74245423336173, -121.82057207681582)",39.74245423336173,-121.82057207681582,POINT (-121.8205720768158 39.74245423336173)
66,med medical block se rd ave portland portland fire rp pdx,0.1460776103834898,0.1360707980327644,1,"MED - MEDICAL at 2100 BLOCK OF SE 143RD AVE, PORTLAND, OR [Portland Fire #RP18000096738] 11:39 #pdx911",Mult Co Fire/EMS log,"(39.81541690216693, -121.77619712438779)",39.81541690216693,-121.77619712438779,POINT (-121.7761971243878 39.81541690216693)
67,galactic cooky scooby snack orange crush ct strain cooky scoobydoo oj weedporn fire califire california oregon dayday ndoe grower tree picoftheday followme,0.12869644627117252,0.11900414830262945,1,Galactic Cookies. Scooby Snacks. Orange Crush. #CTS #strains #cookies #scoobydoo #oj #weedporn #Fire #CaliFire #california #oregon #DayDay #Ndoe #grower #trees #picoftheday #FollowMe… https://www.instagram.com/p/BqiVGxfgFlS/?utm_source=ig_twitter_share&igshid=1t9vjnvqejarz …,Day Day,"(39.758270071854824, -121.59444045475445)",39.758270071854824,-121.59444045475445,POINT (-121.5944404547544 39.75827007185482)
68,med medical block ne glisan st portland portland fire rp pdx,0.14453606734076085,0.13800902274214633,1,"MED - MEDICAL at 9700 BLOCK OF NE GLISAN ST, PORTLAND, OR [Portland Fire #RP18000096723] 10:35 #pdx911",Mult Co Fire/EMS log,"(39.746897466585935, -121.75615772762073)",39.746897466585935,-121.75615772762073,POINT (-121.7561577276207 39.74689746658593)
69,match read bluesy mark doty fire fire new selected poem agonizing past three day chipped daily,0.14086370956446398,0.13990423145742914,1,"I Do NOT Match What I Read: bluesy me & Mark Doty’s FIRE TO FIRE (New & Selected Poems), 2008.
•
It’s been an agonizing past three days as I chipped daily at… https://www.instagram.com/p/BqiToi8nnE0_Zm2qz4kVkaxaEr49Cb1U-JQ41k0/?utm_source=ig_twitter_share&igshid=wrzwot3zn1rf …",Binh H. Nguyen,"(39.69809803750039, -121.79877436900516)",39.69809803750039,-121.79877436900516,POINT (-121.7987743690052 39.69809803750039)
70,med medical block se hawthorne blvd portland portland fire rp pdx,0.14580606784520928,0.13410082201356954,1,"MED - MEDICAL at 7700 BLOCK OF SE HAWTHORNE BLVD, PORTLAND, OR [Portland Fire #RP18000096721] 10:28 #pdx911",Mult Co Fire/EMS log,"(39.909100325815956, -121.75194421932054)",39.909100325815956,-121.75194421932054,POINT (-121.7519442193205 39.90910032581596)
71,ta traffic accident st response fire em nb brg midspan portland portland fire rp pdx,0.14198319171139462,0.13822918535504772,1,"TA1 - TRAFFIC ACCIDENT - 1ST RESPONSE (FIRE & EMS) at NB I205 BRG AT / MIDSPAN, PORTLAND, OR [Portland Fire #RP18000096732] 11:23 #pdx911",Mult Co Fire/EMS log,"(39.763628846525975, -121.60294411420895)",39.763628846525975,-121.60294411420895,POINT (-121.602944114209 39.76362884652598)
72,blow kiss fire gun need somebody lean hydeaway rose hydeandseek hydeout badandboujee sup supman sexyvegas hyde lounge,0.14799435618423878,0.138597121675389,1,"Blow a Kiss. Fire a Gun. 
All you need is somebody to lean on. #hydeaway #roses #hydeandseek #hydeout #badandboujee #sup #supman #sexyvegas @ Hyde Lounge https://www.instagram.com/p/BqiSmnuFflNS-N73baU80JymvtH0lSwpgJpwMw0/?utm_source=ig_twitter_share&igshid=lujdlzvuizkh …",drsu702,"(39.650536667034864, -121.71659866755567)",39.650536667034864,-121.71659866755567,POINT (-121.7165986675557 39.65053666703486)
73,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 8500 BLOCK OF SE 17TH AVE, PORTLAND, OR [Portland Fire #RP18000096729] 10:56 #pdx911",Mult Co Fire/EMS log,"(39.63763577781848, -121.56418740229209)",39.63763577781848,-121.56418740229209,POINT (-121.5641874022921 39.63763577781848)
74,med medical block ne russell st portland portland fire rp pdx,0.14748505479158905,0.14590948590701006,1,"MED - MEDICAL at 15700 BLOCK OF NE RUSSELL ST, PORTLAND, OR [Portland Fire #RP18000096724] 10:37 #pdx911",Mult Co Fire/EMS log,"(39.699482636652355, -121.68948841075662)",39.699482636652355,-121.68948841075662,POINT (-121.6894884107566 39.69948263665236)
75,med medical block se grand ave portland portland fire rp pdx,0.14480331895856496,0.13333894002952273,1,"MED - MEDICAL at 500 BLOCK OF SE GRAND AVE, PORTLAND, OR [Portland Fire #RP18000096730] 11:05 #pdx911",Mult Co Fire/EMS log,"(39.574213135102696, -121.67629050620147)",39.574213135102696,-121.67629050620147,POINT (-121.6762905062015 39.5742131351027)
76,day year ago snoop doggy dogg released doggystyle death row record wa fire congrats snoop earning star hollywood walk fame day ago,0.12396515923238728,0.11803033249401232,1,"On this day, 25 years ago, Snoop Doggy Dogg released “Doggystyle”. Death Row Records was on fire. Congrats on Snoop for earning a star on the Hollywood Walk of Fame just a few days ago.… https://www.instagram.com/p/BqiRJkDFttz/?utm_source=ig_twitter_share&igshid=1t5db37w0l05j …",Death Certificate,"(39.78239121238762, -121.4935312043844)",39.78239121238762,-121.4935312043844,POINT (-121.4935312043844 39.78239121238762)
77,med medical block n rivergate blvd portland portland fire rp pdx,0.1440913425750397,0.13308709034969002,1,"MED - MEDICAL at 9200 BLOCK OF N RIVERGATE BLVD, PORTLAND, OR [Portland Fire #RP18000096727] 10:48 #pdx911",Mult Co Fire/EMS log,"(39.91858741542558, -121.54833818101477)",39.91858741542558,-121.54833818101477,POINT (-121.5483381810148 39.91858741542558)
78,surgir entre la cenizas california calabasas incendios elaguila thanksgiving horse peta peta animales farm ranch fire friday calabasas california,0.13688541691523562,0.13649524843910282,1,"Surgir entre las Cenizas #california #calabasas #incendios #elaguila #thanksgiving #horse #peta @peta #animales #farm #ranch #fire #friday @ Calabasas, California https://www.instagram.com/p/BqiQVEBgjOJ/?utm_source=ig_twitter_share&igshid=tgg7756wrowj …",JAVIER CERIANI,"(39.730193113616174, -121.51067144245995)",39.730193113616174,-121.51067144245995,POINT (-121.51067144246 39.73019311361617)
79,ilburn illegal burning block n kerby ave portland portland fire rp pdx,0.14028140666423256,0.12761574791055494,1,"ILBURN - ILLEGAL BURNING at 7700 BLOCK OF N KERBY AVE, PORTLAND, OR [Portland Fire #RP18000096735] 11:32 #pdx911",Mult Co Fire/EMS log,"(39.731138026715065, -121.74886478929827)",39.731138026715065,-121.74886478929827,POINT (-121.7488647892983 39.73113802671507)
80,gonna lie spending lot time pj week cozied couch netflix fire turned always fireplace growing,0.14099485882133106,0.13614750269644538,1,"I’m not gonna lie, we have been spending a lot of time in our pj’s this week all cozied up on the couch with our Netflix fire turned on We always had a fireplace growing up, so it’s… https://www.instagram.com/p/BqiNcklBnzM/?utm_source=ig_twitter_share&igshid=ipl1aivwg0jq …",Driven by Love,"(39.63799999613319, -121.70381871206465)",39.63799999613319,-121.70381871206465,POINT (-121.7038187120646 39.63799999613319)
81,med medical block se reedway st portland portland fire rp pdx,0.1432078325425719,0.13823867148816152,1,"MED - MEDICAL at 8900 BLOCK OF SE REEDWAY ST, PORTLAND, OR [Portland Fire #RP18000096725] 10:43 #pdx911",Mult Co Fire/EMS log,"(39.7519496157473, -121.6154134081061)",39.7519496157473,-121.6154134081061,POINT (-121.6154134081061 39.7519496157473)
82,med medical block ne rodney ave portland portland fire rp pdx,0.14507397163970553,0.1312401242898544,1,"MED - MEDICAL at 6300 BLOCK OF NE RODNEY AVE, PORTLAND, OR [Portland Fire #RP18000096726] 10:44 #pdx911",Mult Co Fire/EMS log,"(39.593218168806665, -121.53616354349523)",39.593218168806665,-121.53616354349523,POINT (-121.5361635434952 39.59321816880666)
83,med medical block n leadbetter rd portland portland fire rp pdx,0.14294173455070752,0.13657778194187956,1,"MED - MEDICAL at 7000 BLOCK OF N LEADBETTER RD, PORTLAND, OR [Portland Fire #RP18000096731] 11:18 #pdx911",Mult Co Fire/EMS log,"(39.75917703116543, -121.55919085605822)",39.75917703116543,-121.55919085605822,POINT (-121.5591908560582 39.75917703116543)
84,med medical block se st ave portland portland fire rp pdx,0.14884833103692574,0.142142777988103,1,"MED - MEDICAL at 3200 BLOCK OF SE 51ST AVE, PORTLAND, OR [Portland Fire #RP18000096715] 10:11 #pdx911",Mult Co Fire/EMS log,"(39.84259115279922, -121.53820116103034)",39.84259115279922,-121.53820116103034,POINT (-121.5382011610303 39.84259115279922)
85,observing lovely super hazy smoky sunset city evening cough cough air quality wa deemed unhealthy many bay area thanks camp fire,0.14522234719179364,0.14257740911724326,1,"Observing a lovely but super hazy/smoky sunset over the city this evening… *cough cough*. Air quality was deemed very unhealthy for many here in the Bay Area, thanks to the Camp Fire… https://www.instagram.com/p/BqiN6fOFt1K/?utm_source=ig_twitter_share&igshid=xmsworgzjo2c …",William Justo,"(39.80821420528505, -121.71536686708626)",39.80821420528505,-121.71536686708626,POINT (-121.7153668670863 39.80821420528505)
86,lot thankful year especially grateful firefighter work tirelessly fight devastating fire giving back donating,0.13998181706406398,0.13985686285162705,1,I have a lot to be thankful for and this year I am especially grateful for all the firefighters who work  tirelessly to fight these devastating fires. I am giving back by donating to… https://www.instagram.com/p/BqiNy5bn2yH/?utm_source=ig_twitter_share&igshid=1ritfgs7gzdp4 …,Rick Willis,"(39.72441826972945, -121.64722536203888)",39.72441826972945,-121.64722536203888,POINT (-121.6472253620389 39.72441826972945)
87,med medical block n tillamook st portland portland fire rp pdx,0.14784873840114562,0.1430704039317502,1,"MED - MEDICAL at 400 BLOCK OF N TILLAMOOK ST, PORTLAND, OR [Portland Fire #RP18000096728] 10:50 #pdx911",Mult Co Fire/EMS log,"(39.86549278979233, -121.55701258610638)",39.86549278979233,-121.55701258610638,POINT (-121.5570125861064 39.86549278979233)
88,med medical block ne th ave portland portland fire rp pdx,0.14870067712941598,0.1374521647996507,1,"MED - MEDICAL at 1800 BLOCK OF NE 14TH AVE, PORTLAND, OR [Portland Fire #RP18000096717] 10:20 #pdx911",Mult Co Fire/EMS log,"(39.768289731195324, -121.47908143428378)",39.768289731195324,-121.47908143428378,POINT (-121.4790814342838 39.76828973119532)
89,bad unhealthy air quality observed around bay area day due wildfire burning around norcal particularly camp fire sf wa also ranked worst air quality,0.13899423614455306,0.1384396181958559,1,"Very bad, unhealthy air quality observed around the Bay Area this day due to wildfires burning around NorCal, particularly the Camp Fire. SF was also ranked the worst air quality… https://www.instagram.com/p/BqiM4elFYR4/?utm_source=ig_twitter_share&igshid=13obclf388zth …",William Justo,"(39.7970725830432, -121.52016628701021)",39.7970725830432,-121.52016628701021,POINT (-121.5201662870102 39.7970725830432)
90,med medical block ne glenn widing dr portland portland fire rp pdx,0.14139220657275114,0.12817780589567207,1,"MED - MEDICAL at 11900 BLOCK OF NE GLENN WIDING DR, PORTLAND, OR [Portland Fire #RP18000096718] 10:22 #pdx911",Mult Co Fire/EMS log,"(39.65437447281942, -121.59122372588868)",39.65437447281942,-121.59122372588868,POINT (-121.5912237258887 39.65437447281942)
91,med medical block ne st ave portland portland fire rp pdx,0.14922306679426764,0.13961261232090647,1,"MED - MEDICAL at 1600 BLOCK OF NE 51ST AVE, PORTLAND, OR [Portland Fire #RP18000096716] 10:16 #pdx911",Mult Co Fire/EMS log,"(39.74563318199124, -121.56284991908375)",39.74563318199124,-121.56284991908375,POINT (-121.5628499190837 39.74563318199124)
92,med medical se pine st se th ave portland portland fire rp pdx,0.15040058245994173,0.14995254600536745,1,"MED - MEDICAL at SE PINE ST / SE 11TH AVE, PORTLAND, OR [Portland Fire #RP18000096711] 09:55 #pdx911",Mult Co Fire/EMS log,"(39.64577262708205, -121.77247367283927)",39.64577262708205,-121.77247367283927,POINT (-121.7724736728393 39.64577262708205)
93,sydney grace founder life paradise doe make superb eyeshadow proceeds palette used help victim camp fire looking,0.14729773650390315,0.1446141450365872,1,"Sydney Grace’s founder lives in Paradise. Not only does she make superb eyeshadows, 25% of the proceeds from this palette will be used to help victims of the Camp Fire. If you’re looking… https://www.instagram.com/p/BqiJuklggsx/?utm_source=ig_twitter_share&igshid=1tcp0805rl5s3 …",Deirdre Saoirse Moen,"(39.71272967219526, -121.41956583568339)",39.71272967219526,-121.41956583568339,POINT (-121.4195658356834 39.71272967219526)
94,vehicle fire tacoma sb approaching wa stop go traffic back cty ctr delay min traffic,0.1340301618033469,0.12626340006857614,1,"Vehicle on fire in #Tacoma on I-5 SB approaching WA-16, stop and go traffic back to Cty Ctr, delay of 3 mins #traffic http://bit.ly/Xu0gsX ",Total Traffic SEA,"(39.78887693938201, -121.80132451272935)",39.78887693938201,-121.80132451272935,POINT (-121.8013245127294 39.78887693938201)
